0.001001 1
0.00741928 0.999998
0.0148386 0.999993
0.0222578 0.999885
0.0296771 0.999403
0.0370964 0.99828
0.0445157 0.995648
0.0519349 0.993896
0.0593542 0.9907
0.0667735 0.990147
0.0741928 0.989416
0.0816121 0.990515
0.0890313 0.98767
0.0964506 0.986447
0.10387 0.984975
0.111289 0.97948
0.118708 0.967481
0.126128 0.946039
0.133547 0.92349
0.140966 0.918546
0.148386 0.900651
0.155805 0.888444
0.163224 0.875298
0.170643 0.876435
0.178063 0.88756
0.185482 0.903145
0.192901 0.903764
0.200321 0.902899
0.20774 0.891087
0.215159 0.875155
0.222578 0.85251
0.229998 0.815497
0.237417 0.773905
0.244836 0.717487
0.252255 0.640225
0.259675 0.515526
0.267094 0.390141
0.274513 0.35951
0.281933 0.332504
0.289352 0.244788
0.296771 0.20589
0.30419 0.195876
0.31161 0.112139
0.319029 0.0519293
0.326448 0.0459025
0.333868 0.0119667
0.341287 0.0135015
0.348706 0.0356976
0.356125 0.0456957
0.363545 0.0139039
0.370964 0.0154836
0.378383 0.0222253
0.385802 -0.00671677
0.393222 -0.0549686
0.400641 -0.0402834
0.40806 -0.0213993
0.41548 0.000929253
0.422899 0.00684419
0.430318 -0.0220471
0.437737 -0.00793686
0.445157 -0.0390676
0.452576 -0.00425456
0.459995 -0.000858559
0.467415 0.0115566
0.474834 0.0305597
