0.001001 1
0.0029509 0.999999
0.00590179 0.999991
0.00885269 0.999937
0.0118036 0.999951
0.0147545 0.999986
0.0177054 0.999971
0.0206563 0.999916
0.0236072 0.999846
0.0265581 0.999873
0.029509 0.99988
0.0324599 0.99985
0.0354108 0.999831
0.0383617 0.999789
0.0413126 0.999705
0.0442635 0.999541
0.0472144 0.99926
0.0501652 0.99897
0.0531161 0.998686
0.056067 0.998498
0.0590179 0.99813
0.0619688 0.997885
0.0649197 0.997787
0.0678706 0.9977
0.0708215 0.997981
0.0737724 0.998011
0.0767233 0.997994
0.0796742 0.998101
0.0826251 0.997913
0.085576 0.997519
0.0885269 0.997313
0.0914778 0.997053
0.0944287 0.996719
0.0973796 0.996714
0.10033 0.996592
0.103281 0.996342
0.106232 0.995918
0.109183 0.994751
0.112134 0.992817
0.115085 0.99089
0.118036 0.989613
0.120987 0.98856
0.123938 0.987321
0.126889 0.984595
0.129839 0.981633
0.13279 0.923113
0.135741 0.928146
0.138692 0.933676
0.141643 0.933101
0.144594 0.932114
0.147545 0.928345
0.150496 0.918996
0.153447 0.906017
0.156398 0.905435
0.159348 0.905991
0.162299 0.908021
0.16525 0.912649
0.168201 0.913893
0.171152 0.9079
0.174103 0.904152
0.177054 0.908248
0.180005 0.916051
0.182956 0.922524
0.185907 0.926101
0.188857 0.932201
0.191808 0.933985
0.194759 0.937803
0.19771 0.940865
0.200661 0.943058
0.203612 0.944167
0.206563 0.944101
0.209514 0.941768
0.212465 0.936084
0.215415 0.931237
0.218366 0.928316
0.221317 0.925895
0.224268 0.923268
0.227219 0.915589
0.23017 0.904712
0.233121 0.89139
0.236072 0.877587
0.239023 0.86527
0.241974 0.852816
0.244924 0.83688
0.247875 0.823857
0.250826 0.803999
0.253777 0.787594
0.256728 0.765731
0.259679 0.751397
0.26263 0.733365
0.265581 0.709269
0.268532 0.680561
0.271483 0.656841
0.274433 0.621166
0.277384 0.58645
0.280335 0.555313
0.283286 0.521388
0.286237 0.494242
0.289188 0.467099
0.292139 0.443837
0.29509 0.421691
0.298041 0.395497
0.300991 0.371719
0.303942 0.330316
0.306893 0.300027
0.309844 0.276293
0.312795 0.261576
0.315746 0.238422
0.318697 0.2202
0.321648 0.210351
0.324599 0.183207
0.32755 0.15358
0.3305 0.152226
0.333451 0.159031
0.336402 0.155794
0.339353 0.137
0.342304 0.12052
0.345255 0.0985291
0.348206 0.0997613
0.351157 0.100851
0.354108 0.103451
0.357059 0.0818337
0.360009 0.0744704
0.36296 0.0932816
0.365911 0.102424
0.368862 0.0860101
0.371813 0.084846
0.374764 0.0900296
0.377715 0.085346
0.380666 0.082502
0.383617 0.0829718
0.386568 0.0852716
0.389518 0.0749001
0.392469 0.0669539
0.39542 0.0658913
0.398371 0.0766967
0.401322 0.0763738
0.404273 0.0730189
0.407224 0.0698451
0.410175 0.0726846
0.413126 0.0635553
0.416076 0.0670698
0.419027 0.0775248
0.421978 0.0902596
0.424929 0.0950293
0.42788 0.0941109
0.430831 0.0815248
0.433782 0.0721442
0.436733 0.0657516
0.439684 0.0614677
0.442635 0.060703
0.445585 0.0735633
0.448536 0.0758178
0.451487 0.0766031
0.454438 0.0768584
0.457389 0.0713376
0.46034 0.0565614
0.463291 0.072236
0.466242 0.0870559
0.469193 0.0843678
0.472144 0.0748366
